quad_clique_cut_0; b;0.0;x(j0,m0); 0.0; t(0,0); 0.015873015873015872;x(j1,m0); 0.0; t(1,0); 0.125
quad_clique_cut_1; b;0.0;x(j1,m0); 0.0; t(1,0); 0.019230769230769232;x(j2,m0); 0.0; t(2,0); 0.015873015873015872
quad_clique_cut_2; b;0.0;x(j2,m0); 0.0; t(2,0); 0.03225806451612903;x(j3,m0); 0.0; t(3,0); 0.019230769230769232
quad_clique_cut_3; b;0.0;x(j3,m0); 0.0; t(3,0); 0.010309278350515464;x(j4,m0); 0.0; t(4,0); 0.03225806451612903
quad_clique_cut_4; b;0.0;x(j4,m0); 0.0; t(4,0); 0.029411764705882353;x(j6,m0); 0.0; t(6,0); 0.010309278350515464
quad_clique_cut_5; b;0.0;x(j6,m0); 0.0; t(6,0); 0.022727272727272728;x(j7,m0); 0.0; t(7,0); 0.029411764705882353
quad_clique_cut_7; b;0.0;x(j7,m0); 0.0; t(7,0); 0.041666666666666664;x(j8,m0); 0.0; t(8,0); 0.022727272727272728
quad_clique_cut_8; b;0.7489491784486052;x(j1,m3); 102.0; t(1,3); 0.0035823461979365688;x(j2,m3); 110.0; t(2,3); 0.0034868169659915925
quad_clique_cut_9; b;0.7096967818626199;x(j1,m3); 102.0; t(1,3); 0.0012298989011333896;x(j2,m3); 110.0; t(2,3); 0.004286011322131511;x(j3,m1); 36.99999999999991; t(3,1); 0.0030482661760148147
quad_clique_cut_10; b;0.7319628385056332;x(j2,m1); 77.0; t(2,1); 0.0075113658825854916;x(j3,m1); 36.99999999999991; t(3,1); 0.0041510179877446126
quad_clique_cut_11; b;0.7162435210401479;x(j4,m5); 97.0; t(4,5); 0.004304664851093737;x(j5,m5); 100.00000000000007; t(5,5); 0.0029869103048405523
quad_clique_cut_13; b;0.8192684676069806;x(j6,m7); 157.99999999999997; t(6,7); 0.0033468802295003584;x(j8,m7); 135.00000000000003; t(8,7); 0.002151565861821659
quad_clique_cut_14; b;0.6454545454545455;x(j7,m4); 50.00000000000001; t(7,4); 0.007707509881422924;x(j9,m4); 56.0; t(9,4); 0.004644268774703557
quad_clique_cut_17; b;0.9130288299562013;x(j2,m8); 178.0; t(2,8); 0.0014920344611830394;x(j3,m8); 176.99999999999991; t(3,8); 0.003657890937093901
quad_clique_cut_18; b;0.8470750060684523;x(j4,m9); 195.00000000000003; t(4,9); 0.0019688755832456785;x(j5,m9); 212.00000000000006; t(5,9); 0.0021846427704506834
quad_clique_cut_19; b;0.8175611857694411;x(j4,m9); 195.00000000000003; t(4,9); 0.001507895739780279;x(j5,m9); 212.00000000000006; t(5,9); 0.0015907471540539202;x(j6,m9); 218.99999999999994; t(6,9); 0.0008506078532093867
quad_clique_cut_20; b;0.9420633576147722;x(j5,m9); 212.00000000000006; t(5,9); 0.0032187023547348803;x(j6,m9); 218.99999999999994; t(6,9); 0.0011858377096391664
quad_clique_cut_23; b;0.8579400510204082;x(j1,m2); 203.99999999999997; t(1,2); 0.0023915816326530617;x(j2,m2); 211.00000000000006; t(2,2); 0.0017538265306122442
quad_clique_cut_29; b;0.8829306724499963;x(j7,m1); 135.00000000000003; t(7,1); 0.0014498550144985487;x(j7,m5); 186.00000000000003; t(7,5); 0.00035168896903413143;x(j9,m5); 203.99999999999997; t(9,5); 0.00304797106496247
quad_clique_cut_32; b;0.953559974342527;x(j2,m5); 279.00000000000006; t(2,5); 0.0018815480008552488;x(j3,m5); 256.9999999999999; t(3,5); 0.001667735728030789
quad_clique_cut_33; b;0.8882603641999229;x(j7,m5); 186.00000000000003; t(7,5); 0.001588531576908175;x(j9,m5); 203.99999999999997; t(9,5); 0.0029058504455637376
quad_clique_cut_34; b;0.9575238196625325;x(j1,m9); 330.99999999999994; t(1,9); 0.00047905466546015803;x(j3,m9); 394.9999999999999; t(3,9); 0.002022675254165115
quad_clique_cut_35; b;0.9079185656937613;x(j6,m6); 312.00000000000006; t(6,6); 0.0013205155292626254;x(j7,m6); 418.00000000000006; t(7,6); 0.0007696719084844999;x(j8,m6); 285.0; t(8,6); 0.0006112100449729861
quad_clique_cut_36; b;0.9820230042376228;x(j0,m7); 312.0; t(0,7); 0.0008949016924170227;x(j2,m7); 338.0; t(2,7); 0.0020793304029689693
quad_clique_cut_38; b;0.9638274387159085;x(j3,m3); 450.9999999999999; t(3,3); 0.0002529549740146252;x(j4,m3); 495.99999999999994; t(4,3); 0.0017131950512808722
quad_clique_cut_39; b;0.9207156049834473;x(j3,m3); 450.9999999999999; t(3,3); 0.0005815730641816866;x(j4,m3); 495.99999999999994; t(4,3); 0.0010759101687361208;x(j5,m3); 417.99999999999994; t(5,3); 0.00029850408934064773
quad_clique_cut_40; b;0.9711083693193503;x(j5,m3); 417.99999999999994; t(5,3); 0.0002313386798272674;x(j7,m3); 466.00000000000006; t(7,3); 0.001876413736376722
quad_clique_cut_41; b;0.9694863163222613;x(j0,m7); 312.0; t(0,7); 0.0003345823648304351;x(j0,m9); 450.99999999999994; t(0,9); 0.0008555504763381296;x(j2,m9); 366.99999999999994; t(2,9); 0.0013058402007266193
quad_clique_cut_42; b;0.9441450269475744;x(j2,m9); 366.99999999999994; t(2,9); 0.0008399244068033881;x(j3,m9); 394.9999999999999; t(3,9); 0.0016098551130398259
quad_clique_cut_44; b;0.9690338563170932;x(j7,m3); 466.00000000000006; t(7,3); 0.00020644095788604474;x(j8,m3); 531.9999999999999; t(8,3); 0.0016406623495154068
notsucessor_clique_cut_0; b;0.0;x(j0,m0); 0.0; t(0,0); 0.015873015873015872;x(j1,m0); 0.0; t(1,0); 0.125
notsucessor_clique_cut_7; b;0.0;x(j0,m0); 0.0; t(0,0); 0.019230769230769232;x(j2,m0); 0.0; t(2,0); 0.125
notsucessor_clique_cut_14; b;0.0;x(j0,m0); 0.0; t(0,0); 0.03225806451612903;x(j3,m0); 0.0; t(3,0); 0.125
notsucessor_clique_cut_22; b;0.0;x(j0,m0); 0.0; t(0,0); 0.010309278350515464;x(j4,m0); 0.0; t(4,0); 0.125
notsucessor_clique_cut_29; b;0.0;x(j0,m0); 0.0; t(0,0); 0.029411764705882353;x(j6,m0); 0.0; t(6,0); 0.125
notsucessor_clique_cut_36; b;0.0;x(j0,m0); 0.0; t(0,0); 0.022727272727272728;x(j7,m0); 0.0; t(7,0); 0.125
notsucessor_clique_cut_43; b;0.0;x(j0,m0); 0.0; t(0,0); 0.041666666666666664;x(j8,m0); 0.0; t(8,0); 0.125
notsucessor_clique_cut_51; b;0.0;x(j0,m0); 0.0; t(0,0); 0.0196078431372549;x(j9,m0); 0.0; t(9,0); 0.125
notsucessor_clique_cut_58; b;0.0;x(j1,m0); 0.0; t(1,0); 0.019230769230769232;x(j2,m0); 0.0; t(2,0); 0.015873015873015872
notsucessor_clique_cut_65; b;0.0;x(j1,m0); 0.0; t(1,0); 0.03225806451612903;x(j3,m0); 0.0; t(3,0); 0.015873015873015872
notsucessor_clique_cut_72; b;0.0;x(j1,m0); 0.0; t(1,0); 0.010309278350515464;x(j4,m0); 0.0; t(4,0); 0.015873015873015872
notsucessor_clique_cut_79; b;0.959392503231366;x(j1,m2); 203.99999999999997; t(1,2); 0.0004308487720809999;x(j5,m2); 279.00000000000006; t(5,2); 0.0031236535975872467
notsucessor_clique_cut_80; b;0.0;x(j1,m0); 0.0; t(1,0); 0.029411764705882353;x(j6,m0); 0.0; t(6,0); 0.015873015873015872
notsucessor_clique_cut_87; b;0.0;x(j1,m0); 0.0; t(1,0); 0.022727272727272728;x(j7,m0); 0.0; t(7,0); 0.015873015873015872
notsucessor_clique_cut_94; b;0.0;x(j1,m0); 0.0; t(1,0); 0.041666666666666664;x(j8,m0); 0.0; t(8,0); 0.015873015873015872
notsucessor_clique_cut_101; b;0.0;x(j1,m0); 0.0; t(1,0); 0.0196078431372549;x(j9,m0); 0.0; t(9,0); 0.015873015873015872
notsucessor_clique_cut_108; b;0.0;x(j2,m0); 0.0; t(2,0); 0.03225806451612903;x(j3,m0); 0.0; t(3,0); 0.019230769230769232
notsucessor_clique_cut_115; b;0.0;x(j2,m0); 0.0; t(2,0); 0.010309278350515464;x(j4,m0); 0.0; t(4,0); 0.019230769230769232
notsucessor_clique_cut_122; b;0.8004624722998364;x(j2,m1); 77.0; t(2,1); 0.010309278350515464;x(j5,m1); 3.0000000000000724; t(5,1); 0.002216013103381828
notsucessor_clique_cut_123; b;0.0;x(j2,m0); 0.0; t(2,0); 0.029411764705882353;x(j6,m0); 0.0; t(6,0); 0.019230769230769232
notsucessor_clique_cut_130; b;0.0;x(j2,m0); 0.0; t(2,0); 0.022727272727272728;x(j7,m0); 0.0; t(7,0); 0.019230769230769232
notsucessor_clique_cut_137; b;0.0;x(j2,m0); 0.0; t(2,0); 0.041666666666666664;x(j8,m0); 0.0; t(8,0); 0.019230769230769232
notsucessor_clique_cut_144; b;0.0;x(j2,m0); 0.0; t(2,0); 0.0196078431372549;x(j9,m0); 0.0; t(9,0); 0.019230769230769232
notsucessor_clique_cut_151; b;0.0;x(j3,m0); 0.0; t(3,0); 0.010309278350515464;x(j4,m0); 0.0; t(4,0); 0.03225806451612903
notsucessor_clique_cut_158; b;0.9553802398204918;x(j3,m3); 450.9999999999999; t(3,3); 0.0016150009289828357;x(j5,m3); 417.99999999999994; t(5,3); 0.0005430976575340504
notsucessor_clique_cut_159; b;0.0;x(j3,m0); 0.0; t(3,0); 0.029411764705882353;x(j6,m0); 0.0; t(6,0); 0.03225806451612903
notsucessor_clique_cut_166; b;0.0;x(j3,m0); 0.0; t(3,0); 0.022727272727272728;x(j7,m0); 0.0; t(7,0); 0.03225806451612903
notsucessor_clique_cut_173; b;0.0;x(j3,m0); 0.0; t(3,0); 0.041666666666666664;x(j8,m0); 0.0; t(8,0); 0.03225806451612903
notsucessor_clique_cut_181; b;0.0;x(j3,m0); 0.0; t(3,0); 0.0196078431372549;x(j9,m0); 0.0; t(9,0); 0.03225806451612903
notsucessor_clique_cut_188; b;0.0;x(j4,m0); 0.0; t(4,0); 0.029411764705882353;x(j6,m0); 0.0; t(6,0); 0.010309278350515464
notsucessor_clique_cut_195; b;0.0;x(j4,m0); 0.0; t(4,0); 0.022727272727272728;x(j7,m0); 0.0; t(7,0); 0.010309278350515464
notsucessor_clique_cut_202; b;0.0;x(j4,m0); 0.0; t(4,0); 0.041666666666666664;x(j8,m0); 0.0; t(8,0); 0.010309278350515464
notsucessor_clique_cut_209; b;0.0;x(j4,m0); 0.0; t(4,0); 0.0196078431372549;x(j9,m0); 0.0; t(9,0); 0.010309278350515464
notsucessor_clique_cut_216; b;0.9711083693193504;x(j5,m3); 417.99999999999994; t(5,3); 0.00023133867982726684;x(j7,m3); 466.00000000000006; t(7,3); 0.0018764137363767226
notsucessor_clique_cut_217; b;0.0;x(j6,m0); 0.0; t(6,0); 0.022727272727272728;x(j7,m0); 0.0; t(7,0); 0.029411764705882353
